0,121,0,17,97,29337,13352,13084,2662,15068,25061,4243,1092,180,210,19,12,6,7,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,121,0,17,97,29337,13352,13084,2662,15068,26208,4358,1100,181,211,19,13,6,7,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,6,0,0,84,162681,29626,34888,229363,16012,6017,4948,178,241,34,30,2,5,5,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,1061,8,2401,5792,278106,230205,245219,374627,51126,36528,14240,1969,3966,1561,569,1585,169,146,184,126,5,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2323,2364,14474,35895,533673,507450,575822,637987,112972,66491,24571,22178,6124,2186,1114,2664,290,286,191,152,103,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,2914,14780,29784,126006,839056,1211476,971375,741282,146336,84754,29040,28689,8686,3046,1622,2840,379,304,212,176,133,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,8053,51348,49021,305510,1077694,1495154,1084987,856638,156126,109896,34742,28965,8844,3068,1649,2862,380,335,223,177,148,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,8054,51349,49424,333160,1418573,2532229,1743524,1266628,218906,176232,51820,30946,12239,7600,3099,3877,926,617,370,225,166,10,14,6,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,8222,54164,432375,424193,2520362,3654350,2699075,1712979,238814,206301,67293,39439,15007,10108,4634,4557,1200,859,487,261,187,60,23,7,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,9645,72976,496405,577399,3837363,4471178,2914297,2850874,283305,219851,78753,51087,17878,12556,11394,4552,1262,1012,484,272,194,74,23,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,12111,83193,508301,594637,3801908,4495197,2931608,2859826,292550,218165,79165,50583,17965,12544,11380,4592,1301,1045,516,278,189,73,23,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,10302,75542,492531,574731,3794679,4500523,2892956,2856072,282712,218913,78077,50598,17902,12526,11321,4556,1269,1027,506,278,192,79,19,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,11792,81956,509599,600146,3812989,4519466,2920386,2859338,287769,219536,78395,50914,18156,12621,10313,4635,1333,1084,542,290,222,76,18,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,11334,79914,500192,583547,3807674,4528925,2922042,2863704,284570,219977,78530,50910,18091,12589,10294,4591,1302,1076,539,293,220,81,18,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,12304,86339,511151,593163,3823643,4528784,2943282,2862623,296774,220112,78915,51069,18146,12640,10316,4617,1322,1074,548,294,223,83,18,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,10388,76656,489638,566702,3777512,4605923,2877741,2855222,272300,218436,77295,50715,18044,12510,10148,4593,1330,1078,545,297,231,82,18,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,12516,88536,517951,598974,3833679,4635075,2938956,2870071,292415,220953,79109,51044,18226,12736,10218,4649,1358,1099,556,305,232,80,18,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,11609,83436,529012,622202,3858461,4561803,2936656,2873536,292215,220960,79243,51039,18237,12726,10244,4661,1347,1111,572,298,229,83,18,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,12703,89276,535672,625937,3905063,4586903,2964168,2877100,298031,223840,80459,51222,18291,12784,10271,4670,1351,1122,573,304,235,81,18,9,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,4084,53193,422575,431383,2625550,3481316,2503595,1751808,217637,204901,59995,33160,12155,8636,4209,4012,731,708,420,227,159,21,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
